1
1000 100000
335 694 1
307 944 2
326 402 2
774 618 1
814 582 1
964 9 2
395 664 1
824 284 2
899 274 1
323 437 2
541 769 1
379 750 2
362 479 2
888 579 1
997 457 2
761 197 2
111 822 1
894 106 1
132 791 2
153 437 2
985 644 1
138 697 2
61 469 1
416 515 2
340 958 1
150 816 1
976 344 2
156 263 2
722 195 1
595 354 2
696 738 2
137 17 1
535 740 1
831 732 1
934 204 1
167 754 2
240 20 1
929 945 1
938 152 2
37 802 2
557 24 1
175 488 1
888 381 2
869 322 2
557 371 1
274 966 2
770 382 2
80 265 2
434 350 2
758 451 2
783 185 1
325 903 1
565 838 1
411 33 2
246 668 2
826 228 2
833 796 2
266 331 2
504 891 1
47 184 2
553 881 1
285 566 1
271 134 2
331 173 2
533 430 1
669 618 1
640 498 2
857 391 1
571 383 1
585 470 2
864 776 2
561 941 1
538 915 2
744 167 2
528 779 2
738 892 2
343 333 2
15 112 2
90 89 1
782 724 1
22 511 2
104 84 2
24 706 2
202 263 2
674 446 2
116 249 2
606 344 1
163 372 2
56 293 1
696 510 2
329 308 1
234 370 1
516 749 1
187 202 2
813 675 1
211 728 2
300 195 2
3 137 1
257 472 1
675 266 2
960 104 1
140 465 2
389 74 2
956 723 1
112 766 2
413 533 2
471 585 1
605 896 2
740 313 2
951 197 2
177 203 1
300 339 1
467 749 1
679 736 1
772 886 2
876 13 2
384 133 2
163 600 1
939 97 1
270 587 2
185 160 2
447 84 2
983 436 2
458 719 1
823 894 1
209 491 1
379 712 1
525 846 1
451 766 2
999 411 2
372 487 1
396 738 1
408 367 1
283 875 1
857 538 1
179 225 2
23 551 1
629 799 2
945 370 1
975 486 2
740 800 2
978 141 1
106 218 1
170 779 2
76 32 1
123 397 1
409 409 1
575 221 2
911 878 2
109 504 1
107 881 2
850 15 2
1000 468 2
890 663 2
617 614 1
823 1 1
664 366 1
322 759 2
462 655 1
499 534 2
268 950 1
727 596 1
631 546 2
852 901 2
910 726 1
587 746 1
386 344 2
389 914 1
752 1 1
240 926 2
667 915 2
328 329 1
870 110 2
303 228 1
36 689 2
690 963 1
428 471 2
922 661 2
59 791 1
764 105 2
204 841 2
551 570 1
216 877 1
897 280 1
183 281 1
274 913 2
346 94 2
542 871 1
945 912 2
932 56 2
68 298 2
307 169 1
409 57 1
337 697 2
295 957 1
993 346 1
204 106 2
325 517 2
924 896 2
41 248 2
570 109 1
274 276 1
822 718 1
241 283 2
932 463 2
268 712 1
231 255 2
386 853 1
43 724 2
964 882 2
422 244 1
920 614 2
110 198 2
572 381 2
903 56 1
123 72 2
671 502 1
220 487 2
305 516 2
991 601 1
912 993 1
161 653 1
187 189 2
820 579 2
570 332 2
919 529 1
145 771 2
811 278 2
656 844 2
68 640 2
457 955 2
234 296 2
139 378 1
864 597 1
400 754 1
966 997 1
107 72 2
646 854 2
724 94 1
744 263 2
565 517 1
154 780 1
80 922 1
853 125 2
973 321 1
143 980 1
932 761 2
388 938 1
871 186 1
496 618 1
658 332 2
762 348 2
886 614 1
311 229 2
98 355 2
657 779 2
779 425 2
579 855 2
261 868 1
883 947 1
112 843 2
661 621 2
255 140 1
594 616 2
716 906 1
837 383 1
362 1 1
258 837 2
327 713 2
293 107 1
109 718 2
63 954 2
65 135 1
213 813 1
89 257 2
31 799 2
642 203 2
281 864 1
666 688 2
195 502 1
834 585 1
838 856 1
524 615 2
764 780 1
778 441 1
870 387 2
868 766 1
292 229 2
825 164 1
30 494 2
798 232 1
765 907 2
226 937 2
110 643 2
858 718 2
963 95 2
877 9 2
833 514 1
785 729 2
660 911 1
204 812 1
15 634 1
386 286 2
861 116 1
387 257 2
549 251 2
504 636 1
314 412 1
911 465 1
776 243 2
592 475 2
396 499 1
370 409 2
48 264 2
778 947 1
651 978 1
40 270 1
104 582 2
993 621 2
390 684 2
386 213 2
175 242 1
595 287 2
818 64 2
842 108 1
975 902 1
975 665 2
961 777 2
907 208 2
157 367 1
319 602 1
162 468 2
777 495 2
515 57 2
629 917 1
68 366 2
192 961 2
197 24 2
168 825 2
10 795 2
359 967 1
978 654 2
964 585 1
393 422 2
238 198 1
878 548 2
106 437 1
18 634 2
518 253 1
483 667 1
135 98 1
172 282 2
791 488 1
201 492 2
999 392 2
276 896 2
405 454 2
926 285 1
15 453 2
342 127 2
537 490 1
592 852 1
803 578 1
176 572 2
578 612 1
664 552 2
244 118 1
928 53 2
861 548 1
634 533 2
731 352 1
482 412 2
962 902 2
429 646 2
751 599 1
150 401 1
448 249 1
817 686 2
593 115 1
424 963 1
63 590 2
986 927 2
127 836 2
836 580 1
314 679 2
411 268 2
427 376 1
137 106 1
983 16 1
627 763 1
791 572 1
50 374 1
490 210 1
836 583 1
679 351 2
411 708 2
450 794 1
251 326 2
400 498 1
568 429 2
751 446 2
640 503 1
432 498 2
740 378 2
27 677 2
616 778 2
496 362 2
111 796 2
853 97 2
256 738 1
388 206 1
265 39 1
783 510 1
419 430 1
184 594 1
847 342 1
894 643 2
691 958 1
760 263 2
187 211 1
269 745 1
474 570 2
513 12 1
469 916 2
102 971 2
759 401 2
506 415 1
943 425 2
596 725 2
73 978 2
306 574 2
592 874 1
180 56 1
296 204 2
761 520 1
98 175 1
19 677 1
749 273 2
109 259 2
983 535 2
359 246 2
324 466 2
251 824 1
406 277 1
994 327 2
588 329 1
48 646 2
563 100 1
111 460 1
676 472 1
261 291 1
796 496 2
230 8 2
290 689 1
785 303 2
524 163 1
839 947 2
512 267 2
629 266 1
871 731 2
916 48 2
75 458 1
463 861 2
479 629 2
835 616 1
666 777 1
40 696 1
628 790 1
208 823 2
8 209 1
777 181 2
445 650 2
704 543 1
104 57 2
333 268 1
867 640 2
898 887 1
347 607 1
954 246 1
692 890 1
788 465 2
928 75 1
448 171 2
875 910 1
240 22 1
197 905 1
211 922 2
685 337 2
332 124 1
206 744 1
746 445 1
601 60 1
233 323 2
507 603 1
481 994 2
4 370 2
763 748 1
30 689 1
86 834 1
34 332 1
484 47 2
811 185 2
835 307 1
749 189 1
156 319 1
333 908 2
66 697 1
809 834 1
253 635 2
666 296 2
670 875 2
173 588 2
632 671 2
140 169 1
808 889 2
246 378 2
165 752 2
763 714 2
6 556 2
702 732 2
183 383 1
977 515 1
261 782 2
322 949 1
708 360 1
784 517 1
563 899 2
130 892 1
386 711 2
260 265 1
755 860 2
801 798 2
636 489 1
652 509 2
35 773 1
975 23 1
451 136 1
763 921 1
898 737 2
866 522 2
317 504 2
776 994 1
671 887 1
338 981 1
231 257 1
879 982 1
147 200 1
891 804 2
134 345 1
259 530 1
110 922 1
552 817 2
399 889 2
438 413 2
604 849 1
755 157 1
507 137 1
724 940 1
994 17 1
427 446 1
457 435 1
673 55 1
361 296 2
123 195 1
832 536 2
582 370 2
48 101 1
906 217 2
17 911 1
886 805 1
23 410 2
782 968 1
914 907 2
273 901 2
546 120 1
55 422 2
14 356 1
568 76 1
519 459 2
98 473 1
606 734 2
825 646 1
63 23 2
915 237 1
168 735 1
854 451 2
617 564 1
809 527 1
576 342 2
772 202 2
2 625 1
18 648 1
224 754 1
720 686 2
718 662 2
132 952 1
59 915 2
293 728 1
999 16 1
144 922 2
261 688 2
523 510 1
358 709 1
822 545 1
776 700 2
737 800 1
317 298 1
883 554 2
429 139 2
769 612 2
392 607 1
213 934 2
666 228 1
794 709 2
33 159 2
130 231 2
968 755 1
773 403 1
654 689 2
124 879 2
431 350 2
288 331 2
996 887 2
949 741 2
885 972 1
529 228 2
53 118 2
677 186 1
191 524 1
430 620 2
248 140 2
325 680 2
665 12 2
416 634 2
858 518 2
77 389 2
174 947 2
37 618 2
478 585 2
918 634 2
271 948 1
361 467 1
56 848 2
426 787 1
24 436 1
414 404 2
195 178 2
475 927 1
579 264 2
761 10 2
963 189 2
751 807 1
693 481 1
303 791 2
79 952 2
634 677 2
706 72 2
95 702 1
876 676 2
768 204 1
236 495 1
695 899 2
251 668 1
115 450 1
500 271 2
71 712 1
968 476 1
411 700 1
848 138 2
417 416 2
449 23 1
559 388 1
161 588 2
528 847 2
609 420 2
888 615 1
427 363 1
138 965 2
346 506 1
890 599 2
499 966 1
942 776 2
208 261 2
121 169 2
280 709 1
887 546 2
501 204 2
326 531 1
904 962 1
109 453 2
202 76 1
49 657 1
499 191 1
191 771 1
57 238 2
736 734 1
561 315 2
201 216 1
902 901 1
42 233 2
751 984 1
88 86 1
393 501 2
597 257 2
154 114 2
225 320 2
174 572 2
295 793 2
420 575 2
935 38 1
831 209 1
857 825 2
464 960 1
736 159 1
530 221 2
937 326 2
442 686 1
252 95 1
70 19 1
360 715 1
573 704 1
121 286 1
288 682 1
451 936 2
266 471 1
548 130 1
527 82 1
773 210 2
176 860 1
689 157 2
412 37 2
221 919 1
683 48 1
653 563 2
442 770 2
927 421 2
486 115 1
250 99 2
401 455 2
152 899 1
296 467 2
388 691 2
71 973 1
980 331 1
608 626 2
403 732 2
401 730 1
300 493 1
365 977 2
240 638 2
646 270 1
64 634 1
158 370 2
741 265 2
305 457 2
626 114 2
402 406 1
603 607 2
642 169 1
989 994 1
410 176 1
435 93 1
750 591 2
813 682 2
780 402 2
619 972 1
553 6 1
118 696 2
682 203 1
547 199 1
527 821 1
511 808 1
918 443 2
779 354 2
505 160 2
111 248 1
460 99 2
664 569 2
353 332 2
72 691 2
603 482 2
868 555 2
132 814 2
447 53 2
591 793 1
266 666 1
301 648 1
810 113 2
842 499 2
700 456 1
999 951 2
443 377 1
43 116 1
96 510 2
248 927 2
585 517 2
300 848 2
181 735 1
983 84 1
193 397 1
478 271 2
516 986 2
826 167 1
679 97 1
5 87 2
679 469 1
593 447 2
79 68 2
651 102 2
512 803 2
342 372 2
544 739 1
712 802 2
211 85 1
367 340 2
489 221 2
510 336 1
766 244 2
238 519 2
366 518 2
741 404 2
542 357 1
803 604 2
709 181 1
825 364 1
219 383 2
29 900 1
949 58 2
790 353 1
221 118 2
397 491 2
756 640 2
629 492 2
868 654 2
245 827 2
739 183 2
377 798 1
928 566 1
249 583 2
917 208 1
713 772 1
209 635 2
547 113 1
61 986 2
420 382 2
294 408 1
45 621 1
308 768 2
247 108 1
583 424 1
503 474 2
566 899 2
84 509 2
177 808 2
446 385 1
66 422 2
533 162 1
859 296 1
5 912 2
730 652 2
192 253 2
754 444 2
844 803 2
963 350 2
501 541 2
385 996 1
164 383 1
682 724 2
284 912 1
895 194 2
819 758 2
201 801 2
633 856 1
460 468 1
476 894 1
80 740 1
750 520 1
311 224 1
597 563 2
310 977 2
69 614 2
754 48 1
258 966 1
350 856 1
811 440 1
454 667 2
600 93 1
327 265 1
640 668 2
600 925 1
12 349 1
991 966 1
427 243 2
398 985 2
396 900 1
506 381 1
173 450 1
951 302 2
876 124 1
372 775 2
500 497 2
815 474 1
746 332 2
615 131 1
174 566 2
90 636 1
120 7 2
819 973 2
723 72 2
724 661 2
797 611 2
152 26 1
133 572 1
556 81 2
855 329 1
552 12 1
217 370 1
588 317 2
607 386 1
916 264 1
113 529 1
843 246 1
104 103 2
787 918 2
689 574 2
85 809 2
478 380 2
793 314 1
549 211 1
820 530 2
820 262 2
395 503 2
97 325 2
729 931 2
74 728 2
929 757 1
545 171 1
270 789 2
548 727 1
867 148 1
397 869 1
802 85 2
5 261 2
271 259 2
372 471 1
828 729 2
358 983 1
46 591 1
575 811 1
632 358 2
11 476 1
371 545 2
388 767 2
791 378 2
42 372 1
237 72 1
731 585 1
875 454 1
876 20 1
691 356 1
910 246 2
495 576 1
101 539 1
653 648 1
217 168 1
26 334 1
508 528 1
554 447 2
352 671 1
130 148 2
758 132 2
931 898 2
300 132 2
58 22 2
782 705 2
296 617 1
929 82 1
834 100 1
46 310 1
56 887 2
57 586 2
309 4 1
233 993 1
861 913 1
624 746 2
759 32 1
518 699 1
207 228 1
397 833 1
564 369 1
236 55 2
454 871 1
135 146 1
480 459 2
980 901 2
504 435 1
397 162 1
749 43 1
107 549 1
11 384 2
953 753 1
409 650 1
306 536 2
388 536 2
521 752 1
789 621 2
465 351 1
112 992 2
476 18 1
613 634 2
680 717 2
986 786 1
180 340 1
609 238 1
758 796 2
83 836 2
954 119 1
108 899 2
306 11 1
966 77 1
415 474 2
261 874 1
1 772 1
402 699 2
970 342 2
495 923 2
503 409 1
939 129 1
935 618 1
857 446 2
705 225 1
483 226 1
566 900 2
479 622 1
255 805 1
613 633 2
457 826 1
926 410 1
68 675 2
523 720 1
598 861 2
112 89 1
367 603 2
528 223 1
529 615 2
543 526 1
562 797 1
976 761 2
138 309 1
134 111 2
449 143 1
921 658 2
367 768 1
575 977 2
469 749 1
763 766 2
22 690 1
828 412 1
813 992 2
645 191 2
694 525 2
131 222 1
834 449 1
884 371 1
507 210 2
347 772 2
271 307 2
139 329 2
283 348 1
931 41 2
30 115 1
592 796 1
443 132 2
514 789 1
188 981 2
212 882 1
400 838 1
314 71 1
435 371 2
485 247 2
726 732 2
757 289 2
447 982 1
763 763 1
846 442 1
184 514 2
157 37 2
964 923 2
413 172 2
315 224 2
215 841 1
168 211 1
543 168 1
191 504 1
227 620 1
437 143 2
421 82 1
136 990 1
695 879 2
209 850 1
207 51 1
171 762 1
647 302 1
973 530 2
734 450 2
504 686 2
191 42 2
582 345 2
267 636 2
397 655 2
349 369 1
971 650 2
499 976 1
972 662 2
603 111 2
463 212 2
185 601 1
521 557 1
410 126 1
742 817 1
303 865 2
437 804 1
407 408 1
653 998 2
967 204 2
988 821 2
334 453 2
613 609 2
772 433 2
13 989 2
215 833 1
824 847 1
77 118 2
736 334 2
983 780 1
76 814 1
392 236 1
697 237 2
401 664 1
616 448 2
748 157 2
397 468 1
375 724 2
565 607 2
717 858 2
803 984 2
438 390 1
461 338 2
767 736 1
281 757 1
991 228 1
215 54 1
715 417 2
491 67 2
909 91 1
214 126 2
993 45 2
702 905 1
135 551 1
757 932 2
791 832 2
686 498 2
179 422 2
204 975 1
940 859 1
921 794 1
901 605 1
34 792 2
523 718 1
350 367 2
469 756 1
166 648 1
446 550 2
288 876 1
70 370 1
592 42 1
541 590 1
764 133 1
733 493 1
585 507 2
403 74 1
408 361 2
637 357 1
653 718 2
181 531 2
957 726 1
144 153 1
658 994 2
809 838 2
884 6 2
33 539 1
998 658 1
645 906 2
415 781 2
822 78 2
510 840 1
783 754 2
264 455 2
448 299 2
503 604 2
326 34 2
631 98 2
37 791 1
577 121 1
436 91 2
482 919 1
371 791 2
130 893 1
864 822 1
840 540 1
961 983 2
339 192 2
483 39 1
871 404 2
691 425 1
333 765 2
231 699 2
19 280 1
134 879 2
828 499 1
983 743 1
812 639 1
227 36 1
285 310 1
114 640 2
234 644 2
499 906 1
769 607 1
636 1000 2
127 769 1
671 536 2
288 366 1
789 591 1
118 438 2
167 357 2
54 963 2
335 659 2
110 192 2
226 783 1
870 215 2
593 505 2
820 455 2
64 278 2
232 948 1
247 338 1
144 656 2
508 734 1
242 797 2
984 171 2
256 283 1
107 240 1
722 350 1
92 315 2
521 794 1
926 567 2
190 682 1
297 952 1
430 184 1
629 407 1
766 787 1
367 123 1
71 524 1
988 396 2
653 503 1
231 108 1
889 249 2
805 34 2
576 746 1
146 681 1
538 999 1
741 831 2
146 364 2
286 462 2
307 426 2
823 868 2
401 95 1
512 146 1
215 875 2
81 503 1
453 303 1
964 93 2
45 298 2
219 956 1
107 108 1
355 77 1
113 374 1
225 797 1
201 186 2
943 353 1
923 407 2
946 803 1
45 892 1
885 585 2
358 206 1
695 403 2
959 394 2
303 581 1
203 742 2
195 242 2
473 559 2
294 548 2
825 271 2
641 307 2
929 24 2
904 720 1
601 842 2
603 981 1
960 248 2
897 974 1
364 529 1
508 228 1
458 170 1
772 374 2
220 800 1
977 954 2
554 229 1
347 291 2
26 357 1
137 70 1
975 139 2
654 834 2
675 956 1
577 273 2
668 333 2
23 398 2
188 930 1
69 179 1
637 571 1
990 794 1
740 116 1
761 833 2
485 908 2
168 264 2
163 630 2
764 861 2
583 434 2
652 624 1
104 617 2
401 323 1
188 949 2
251 61 2
175 809 2
685 228 1
998 796 1
908 346 2
596 574 2
700 658 1
128 445 2
247 3 2
220 527 2
813 290 1
21 358 2
75 833 2
148 31 1
892 932 1
100 455 1
773 473 2
225 804 1
132 190 2
19 14 2
777 469 2
726 603 1
280 950 2
662 693 2
500 316 2
629 457 1
111 409 1
143 545 1
830 287 1
990 15 1
245 254 1
995 116 2
239 419 1
624 264 2
122 851 1
394 169 1
704 787 2
583 101 1
854 569 1
611 914 2
713 833 2
632 436 2
775 803 1
307 125 2
455 33 2
274 134 1
836 391 2
756 597 2
36 131 1
964 528 1
440 36 1
792 589 1
580 548 1
640 278 2
659 705 2
115 252 1
326 368 1
620 354 2
748 740 2
757 771 2
715 43 2
609 915 1
14 676 2
127 712 1
755 856 2
84 140 1
495 768 1
977 477 1
347 916 2
66 884 2
492 818 2
296 750 1
257 224 2
550 176 2
719 77 2
983 747 1
375 204 1
549 293 1
289 365 1
821 717 1
448 361 1
495 815 2
861 222 2
581 478 1
792 98 2
239 107 2
481 619 1
746 957 2
195 955 2
113 624 2
660 368 2
434 456 2
517 425 2
173 676 2
475 11 1
795 101 2
825 249 1
790 772 2
563 84 1
45 349 1
848 857 1
292 416 2
381 976 1
916 386 1
552 443 1
493 69 1
246 349 1
418 919 2
540 396 2
180 513 1
329 39 2
210 628 1
80 805 2
429 915 1
797 80 1
656 961 1
561 122 2
193 326 2
694 978 2
858 680 1
852 326 1
310 624 2
751 17 2
676 148 1
448 438 1
785 794 1
326 376 2
86 411 2
391 422 1
856 933 2
476 134 2
252 111 2
25 104 1
681 558 2
572 567 1
892 589 1
132 421 1
863 442 1
20 836 2
82 915 1
500 851 2
686 198 2
927 566 1
944 364 1
379 322 2
646 637 1
920 428 2
314 904 1
137 689 2
470 502 1
545 898 2
221 982 1
446 812 1
395 391 2
391 454 1
14 366 2
97 348 1
432 495 1
114 8 1
40 94 1
465 863 2
14 215 1
79 299 2
126 113 2
970 952 2
705 73 2
149 491 2
122 296 2
391 508 2
928 362 1
616 889 2
587 748 1
609 677 2
578 173 2
549 640 1
853 862 1
810 562 1
431 627 1
618 111 1
799 758 1
999 892 2
733 90 1
71 82 1
638 473 2
563 436 2
384 164 2
446 290 2
103 405 1
722 198 2
8 495 1
786 328 1
534 387 1
500 485 1
485 864 2
712 113 2
858 899 1
191 634 2
867 263 1
53 982 1
330 184 1
599 469 2
681 596 1
794 99 2
104 965 1
819 506 1
697 371 2
166 857 2
412 59 2
712 5 1
972 841 2
437 74 2
622 631 1
433 894 1
469 283 1
663 956 2
590 442 1
866 976 2
61 327 1
931 18 1
322 75 1
103 16 2
289 338 1
427 292 2
548 643 1
126 108 2
23 538 2
572 616 2
242 184 1
647 69 1
547 382 1
212 565 1
780 714 1
247 653 2
137 639 1
483 467 1
591 991 1
884 132 2
496 285 2
305 152 2
543 918 1
708 610 1
148 966 2
917 574 1
925 350 1
699 78 2
364 707 1
739 646 1
176 910 2
519 113 1
26 849 2
453 273 2
545 822 2
819 392 2
274 760 2
162 160 2
975 640 2
496 579 1
33 797 1
479 55 2
819 642 2
250 479 1
535 498 2
490 117 2
116 601 1
383 442 2
27 622 2
543 217 1
809 143 2
445 137 2
50 927 2
405 73 2
893 615 2
677 362 1
20 515 1
452 649 1
644 439 2
741 303 1
850 634 1
382 124 2
853 475 2
885 240 1
324 702 2
852 289 2
657 58 2
280 399 2
59 32 1
909 473 2
148 693 1
544 324 2
236 633 2
657 627 2
370 22 2
465 899 2
605 765 2
982 415 1
398 590 2
418 352 1
909 439 2
886 911 2
351 172 1
558 491 1
41 425 2
28 191 2
367 986 2
766 759 1
825 501 1
725 154 2
207 544 2
787 410 2
123 509 2
915 207 1
174 79 1
298 948 2
914 413 2
297 784 1
603 138 1
554 758 2
130 690 2
828 986 1
284 320 1
262 554 2
145 243 1
88 802 1
911 840 1
180 155 1
380 906 2
952 619 1
176 503 1
149 88 2
626 733 2
46 866 2
977 959 2
894 866 1
941 731 1
387 932 1
708 637 2
222 564 2
574 590 2
984 638 2
649 422 1
338 949 2
887 948 1
707 352 1
525 171 2
81 253 2
460 354 2
977 250 1
936 932 2
294 662 2
278 993 1
128 798 1
569 98 1
396 820 1
41 210 1
778 488 2
923 208 2
840 566 2
509 41 2
727 659 1
655 931 1
673 240 2
126 362 2
352 70 2
508 957 2
799 742 1
323 194 2
983 628 2
36 290 1
106 915 2
306 865 1
63 310 1
460 492 2
968 79 1
294 113 2
966 342 2
237 754 2
793 376 1
864 88 2
867 675 1
261 516 2
512 66 1
716 898 1
804 663 2
753 508 1
404 779 2
175 823 1
543 854 1
274 850 2
187 418 1
972 554 1
731 119 1
298 677 1
368 89 1
918 884 2
950 323 1
416 528 2
344 612 2
579 399 2
266 835 2
691 232 2
747 23 1
817 56 2
712 946 1
465 880 1
337 754 2
827 13 2
415 718 1
330 625 2
908 745 1
366 362 1
26 477 2
979 315 2
907 620 1
675 271 2
834 715 2
584 816 2
817 954 1
319 484 2
348 296 2
627 775 2
104 625 1
76 618 1
488 597 1
64 41 2
17 797 2
282 343 2
102 478 1
609 440 1
149 180 2
914 151 1
245 383 2
586 21 1
894 657 2
334 614 2
457 254 2
733 146 2
305 848 2
784 422 2
561 307 1
43 134 2
773 609 1
587 706 2
721 737 1
883 820 1
269 264 2
318 812 2
321 295 1
668 936 2
439 344 1
337 535 2
124 266 2
332 594 2
482 287 2
993 995 1
897 247 2
901 833 1
876 748 2
742 446 1
356 541 1
325 536 2
868 995 1
886 317 1
496 383 1
938 194 1
340 704 2
72 239 2
832 138 1
679 355 2
336 423 1
260 650 1
47 350 2
990 479 1
625 122 2
736 812 1
469 576 1
738 120 2
343 896 1
821 279 1
834 963 2
681 783 2
871 140 1
342 800 1
17 951 1
926 422 1
843 794 1
924 987 1
893 435 2
771 470 1
889 775 2
453 527 2
418 746 2
856 473 2
927 795 1
924 205 1
262 822 2
553 696 2
550 9 2
260 310 1
444 877 2
974 529 2
58 816 1
942 613 1
480 877 1
343 15 2
28 1000 2
971 948 2
203 343 2
649 132 2
339 23 2
382 564 2
777 792 2
625 7 1
1000 77 2
680 97 1
750 201 2
790 68 2
567 789 2
404 20 1
271 252 2
570 806 1
704 28 1
187 409 1
990 559 2
345 711 2
168 341 1
224 729 1
304 7 2
144 106 2
478 278 1
58 302 1
987 569 1
795 538 1
118 835 2
944 156 1
167 385 2
750 725 2
75 381 2
927 533 1
218 270 2
945 359 2
960 535 1
19 374 2
357 582 1
594 594 1
403 416 2
869 341 2
795 925 1
599 380 2
254 861 2
820 805 2
769 238 2
316 153 1
443 157 1
76 287 1
401 512 2
503 744 1
949 806 1
222 181 2
284 903 2
317 274 1
988 828 1
25 212 2
765 834 2
99 901 2
457 628 1
553 878 2
728 820 2
529 291 2
342 880 2
900 16 1
430 164 1
720 687 2
120 410 1
311 305 1
441 13 1
754 657 2
763 373 1
446 200 2
969 125 1
1 165 2
941 237 2
162 261 1
417 77 1
539 819 2
490 167 1
467 346 2
542 993 2
3 302 2
759 912 1
423 793 2
499 594 2
429 299 1
606 301 2
391 966 1
61 544 1
161 419 1
410 27 1
190 144 1
231 876 1
956 531 1
578 763 2
446 629 1
493 778 2
775 560 1
110 994 2
73 65 2
417 293 2
320 295 1
722 240 2
443 206 1
147 629 1
14 396 1
685 290 1
268 548 1
701 772 1
864 901 2
906 760 2
691 499 2
924 184 2
558 721 1
213 357 2
683 667 2
980 293 2
387 895 1
115 54 1
788 722 1
954 949 2
741 910 2
345 53 2
674 625 2
534 217 1
355 929 1
89 733 1
545 840 1
71 342 2
547 139 1
168 493 2
863 171 1
301 33 2
99 995 1
857 404 1
991 232 2
67 516 1
230 992 1
376 659 2
352 303 2
360 885 2
585 60 1
396 244 2
453 397 2
729 937 1
709 390 1
252 232 1
821 237 1
762 523 1
592 777 2
927 524 1
519 827 1
864 32 1
856 164 2
197 562 1
326 996 2
387 881 1
875 279 2
549 890 1
926 655 1
53 175 2
661 571 1
779 559 2
643 145 2
543 211 2
238 383 2
855 570 1
654 573 2
92 170 1
721 411 2
885 653 2
289 598 1
556 850 1
609 501 1
144 968 2
148 992 2
752 673 1
218 22 2
305 647 1
118 996 2
97 889 1
53 476 2
837 275 1
308 831 1
830 486 1
984 623 2
390 472 1
499 187 2
820 655 2
852 151 1
577 549 2
655 219 2
265 786 2
30 19 1
39 377 2
291 565 2
692 199 2
481 260 2
300 510 2
427 654 2
218 91 1
731 401 2
307 417 2
70 394 2
103 568 2
638 707 1
994 705 2
396 690 1
63 393 1
658 905 1
261 780 2
258 104 1
955 457 2
530 38 1
18 193 2
488 315 1
16 863 2
736 262 1
713 871 2
617 172 2
453 795 2
901 74 1
305 726 1
351 972 2
743 308 1
442 436 1
923 507 2
765 35 2
964 154 1
510 896 1
405 807 2
390 703 2
25 741 1
1 957 1
907 385 1
526 997 2
186 617 2
96 113 1
779 33 2
930 419 1
299 556 2
370 251 2
223 678 1
865 176 2
996 234 1
188 354 1
169 881 1
610 753 1
402 797 2
6 638 2
106 689 1
159 121 1
840 573 1
518 424 2
634 430 1
148 130 2
746 308 1
841 348 1
471 400 1
569 223 1
394 759 1
63 858 2
128 542 2
800 713 1
489 946 1
575 440 2
713 274 1
23 123 1
968 576 2
159 357 1
10 90 1
148 413 1
693 946 2
216 436 1
748 480 1
745 847 2
447 422 2
590 19 1
848 860 1
500 629 2
690 740 2
686 218 2
644 301 1
379 632 1
879 766 1
559 44 2
599 50 1
7 558 1
295 661 1
435 458 1
135 793 2
259 244 2
484 436 1
504 17 1
875 154 2
508 867 2
652 584 2
114 417 2
928 635 1
275 767 1
541 569 1
256 547 2
487 876 1
778 291 1
33 414 2
503 951 1
763 882 1
252 794 2
68 331 1
71 295 1
802 134 1
174 335 1
158 457 2
318 489 2
426 913 2
513 915 2
155 940 1
381 430 1
678 279 1
937 28 1
6 472 1
977 572 2
659 681 2
873 752 2
247 382 2
786 878 2
292 593 1
983 720 1
256 845 2
945 201 2
443 782 1
835 191 1
445 569 2
318 406 1
205 337 1
901 305 1
875 692 1
278 627 1
302 980 2
996 305 2
226 446 1
282 856 1
659 281 2
621 15 2
262 729 2
830 789 1
569 147 2
285 391 1
561 260 1
559 142 2
319 854 2
915 443 1
197 586 1
70 349 1
728 98 1
126 677 2
413 657 2
138 430 2
647 347 2
792 938 2
639 273 2
758 790 2
250 543 1
710 78 2
295 835 1
952 772 2
773 751 1
487 757 1
535 473 1
267 346 2
167 973 2
95 242 1
213 286 2
298 381 2
963 457 1
152 491 1
402 842 2
613 742 1
675 156 1
928 265 1
461 366 2
806 406 2
854 124 1
363 153 2
312 360 2
161 469 1
193 866 2
374 773 2
616 169 2
649 272 1
104 188 1
658 131 2
754 295 1
775 547 2
635 529 1
8 909 2
946 265 1
987 30 2
274 346 2
278 610 2
806 66 2
123 51 2
913 239 2
206 154 1
653 191 1
938 499 2
290 147 1
159 911 1
299 475 1
39 786 2
34 449 2
346 447 2
34 694 2
377 270 2
169 909 2
395 287 1
425 705 2
9 280 1
245 100 1
229 935 2
188 687 2
